data_model,trial,query_index,distance_outside_observed_span,uncertainty,predicted_total_mse,actual_squared_error,normalized_squared_error,coordinate_95_coverage
linear_gaussian,0,114,1.0,0.9999999999999996,3.9999999999999982,4.764143176309551,1.1910357940773881,1.0
linear_gaussian,0,115,1.0,0.9999999999999994,3.999999999999998,5.5862337937973034,1.3965584484493265,1.0
linear_gaussian,0,116,1.0,0.9999999999999997,3.9999999999999987,2.8143662678820385,0.7035915669705098,1.0
linear_gaussian,0,117,1.0,0.9999999999999992,3.999999999999997,7.559840030947745,1.8899600077369378,0.75
linear_gaussian,0,118,1.0,1.0,4.0,4.849109500908239,1.2122773752270597,1.0
linear_gaussian,0,119,1.0,1.0000000000000002,4.000000000000001,4.422493249672094,1.1056233124180233,1.0
linear_gaussian,1,0,0.0,0.11111111111111113,0.44444444444444453,0.29920677185443156,0.6732152366724709,1.0
linear_gaussian,1,1,0.0,0.11111111111111108,0.4444444444444443,0.3315022257896142,0.7458800080266321,1.0
linear_gaussian,1,2,0.0,0.11111111111111112,0.4444444444444445,0.517301602220107,1.1639286049952406,1.0
linear_gaussian,1,3,0.0,0.11111111111111112,0.4444444444444445,0.5712678294796862,1.2853526163292939,0.75
linear_gaussian,1,4,0.0,0.11111111111111113,0.44444444444444453,0.7845778857098058,1.7653002428470628,0.75
linear_gaussian,1,5,0.0,0.11111111111111109,0.44444444444444436,0.5604187546761302,1.2609421980212931,1.0
linear_gaussian,1,6,0.0,0.11111111111111108,0.4444444444444443,0.22220119832011093,0.49995269622024974,1.0
linear_gaussian,1,7,0.0,0.11111111111111108,0.4444444444444443,0.5744588855344844,1.2925324924525903,1.0
linear_gaussian,1,8,0.0,0.11111111111111106,0.44444444444444425,0.2372104776905002,0.5337235748036256,1.0
linear_gaussian,1,9,0.0,0.11111111111111109,0.44444444444444436,0.17869611878983274,0.40206626727712375,1.0
linear_gaussian,1,10,0.0,0.11111111111111105,0.4444444444444442,0.20482822515090743,0.46086350658954195,1.0
linear_gaussian,1,11,0.0,0.1111111111111111,0.4444444444444444,0.2321022110921678,0.5222299749573776,1.0
